customer_id,date_of_birth,income,gender,signup_date,country
CUST_00000001897,1998-11-26,7791,M,2027-03-12,CH
CUST_00000001515,1963-10-22,3521,F,2026-02-23,CN
CUST_00000000809,2001-05-21,5419,M,2024-03-19,Spain
CUST_00000000070,1947-02-27,5461,M,2022-03-11,Brazil
CUST_00000000221,1967-12-19,4777,M,09/08/22,Brazil
CUST_00000001923,2001-06-28,2316,M,2027-04-07,Spain
CUST_00000001456,2001-12-05,2938,F,2025-12-26,CN
CUST_00000000472,1990-03-25,5672,F,2023-04-17,Brazil
CUST_00000000369,2000-01-31,2980,F,2023-01-04,Brazil
CUST_00000000240,1940-08-23,3147 EUR,M,2022-08-28,France
CUST_00000000232,1945-09-29,6389,F,2022-08-20,Austria
CUST_00000001285,1947-01-31,5293,F,2025-07-08,CA
CUST_00000000197,1961-08-10,5763,M,2022-07-16,FR
CUST_00000000100,1989-12-19,7463,F,2022-04-10,Netherlands
CUST_00000001782,1985-10-18,2906,M,2026-11-17,CA
CUST_00000001674,1980-09-12,2036,F,01/08/26,IN
CUST_00000000747,1969-05-14,7320,M,2024-01-17,US
CUST_00000000367,1963-05-24,2190,F,2023-01-02,IN
CUST_00000000742,1981-06-02,4779 USD,M,2024-01-12,Netherlands
CUST_00000001493,1960-11-25,7387,F,2026-02-01,India
CUST_00000001630,1983-04-05,3913,F,2026-06-18,India
CUST_00000000890,1948-05-07,2523 USD,M,2024-06-08,IN
CUST_00000001976,1967-10-06,3989 EUR,F,2027-05-30,Japan
CUST_00000000252,1964-12-25,4911,M,2022-09-09,CN
CUST_00000000890,1948-05-07,2523 USD,M,2024-06-08,IN
CUST_00000001836,1973-01-29,2984,M,2027-01-10,Germany
CUST_00000000515,1969-09-16,3631 EUR,M,30/05/23,China
CUST_00000001984,,2754,F,2027-06-07,Japan
CUST_00000000638,1981-09-04,3542,F,2023-09-30,Spain
CUST_00000001104,1975-12-05,6598,M,2025-01-08,Japan
CUST_00000001717,1993-10-07,4719,F,2026-09-13,US
CUST_00000000926,2005-01-02,6621,F,,USA
CUST_00000001724,1962-12-03,5329,M,2026-09-20,Switzerland
CUST_00000001158,1966-03-08,6106 USD,M,2025-03-03,USA
CUST_00000001527,,2614,Male,2026-03-07,Italy
CUST_00000001462,1972-07-15,3252 USD,F,2026-01-01,India
CUST_00000000539,1979-02-13,7536 EUR,F,2023-06-23,USA
CUST_00000001037,,2260,F,2024-11-02,BR
CUST_00000000793,1942-04-21,5636,M,2024-03-03,India
CUST_00000001910,1975-03-01,2917,F,2027-03-25,AT
CUST_00000000837,1998-05-10,3358,F,2024-04-16,US
CUST_00000001069,1960-07-15,5391,F,2024-12-04,US
CUST_00000000486,,,M,2023-05-01,AT
CUST_00000001992,1952-06-01,7844,M,2027-06-15,Brazil
CUST_00000000496,1981-04-18,7053,F,2023-05-11,UK
CUST_00000001363,1972-09-24,4106,M,2025-09-24,AT
CUST_00000001605,1951-09-03,2010,F,2026-05-24,Spain
CUST_00000001433,1950-06-02,4854,M,2025-12-03,JP
CUST_00000000655,1978-04-14,2499,M,2023-10-17,Spain
CUST_00000000860,1984-05-06,4593,F,2024-05-09,Japan
CUST_00000001513,1941-06-01,6232,F,2026-02-21,CH
CUST_00000001491,1992-08-09,7319,F,,Netherlands
CUST_00000001569,1994-04-25,6792 EUR,M,2026-04-18,IT
CUST_00000000434,1977-12-31,5124,M,2023-03-10,Brazil
CUST_00000000375,1951-09-28,4065,F,2023-01-10,FR
CUST_00000001055,1984-11-24,3118,F,2024-11-20,NL
CUST_00000000711,2005-11-27,3250,M,2023-12-12,China
CUST_00000000922,1957-03-08,6123,m,2024-07-10,CH
CUST_00000000775,1982-06-26,6158,M,2024-02-14,Austria
CUST_00000001802,1946-10-05,7806,M,2026-12-07,US
CUST_00000001030,1999-04-26,6234,m,2024-10-26,CA
CUST_00000001828,1971-07-29,2792,M,2027-01-02,BR
CUST_00000001626,1985-07-09,4736,M,2026-06-14,Italy
CUST_00000000417,1953-12-11,7919,M,,China
CUST_00000001595,1953-09-10,4041,F,2026-05-14,US
CUST_00000001178,1985-07-20,5531,M,2025-03-23,Canada
CUST_00000001553,1953-04-22,4461,M,2026-04-02,AT
CUST_00000001453,1976-08-12,7760,M,2025-12-23,JP
CUST_00000000116,1998-10-20,7959,M,2022-04-26,CA
CUST_00000000325,2004-06-13,5104,M,2022-11-21,USA
CUST_00000000965,1975-12-13,4739,M,2024-08-22,CN
CUST_00000000439,1951-09-26,7315,M,2023-03-15,UK
CUST_00000000299,1948-10-13,7592,F,2022/10/26,Brazil
CUST_00000001710,1983-08-28,,F,2026-09-06,Canada
CUST_00000001404,1963-07-09,2609,F,2025/11/04,China
CUST_00000000586,1998-09-26,5440,F,2023-08-09,IT
CUST_00000000353,1950-10-03,3069,Male,2022-12-19,Germany
CUST_00000001847,1989-09-23,2692,F,2027-01-21,AT
CUST_00000000544,2004-07-17,4444 EUR,F,2023-06-28,Netherlands
CUST_00000000508,1965-01-15,4070,F,2023-05-23,Switzerland
CUST_00000000555,1951-03-07,2775,M,2023-07-09,BR
CUST_00000001740,1971-10-10,6770,F,2026-10-06,Japan
CUST_00000001291,1984-08-24,6895,F,2025-07-14,JP
CUST_00000000255,1959-03-22,2488,F,2022-09-12,CA
CUST_00000001618,2004-09-08,4265,F,2026-06-06,China
CUST_00000000121,1952-10-25,5645,F,2022-05-01,Italy
CUST_00000001382,1970-05-22,4076,F,13/10/25,Munch
CUST_00000000368,1958-04-29,4300,F,2023-01-03,Switzerland
CUST_00000001005,1961-07-08,4928,M,2024-10-01,Italy
CUST_00000000248,1969-08-23,3986,M,2022-09-05,BR
CUST_00000001494,1969-06-23,5726,F,2026-02-02,India
CUST_00000000562,1969-04-06,5267,F,2023-07-16,CH
CUST_00000000136,1984-04-10,6488,F,2022-05-16,France
CUST_00000001306,1954-03-04,4490,F,2025-07-29,Italy
CUST_00000000983,1995-06-25,5517 EUR,F,2024/09/09,CH
CUST_00000001107,1980-10-20,6916,F,2025-01-11,IN
CUST_00000000362,1998-12-22,2606,M,2022-12-28,CH
CUST_00000001311,1966-11-02,5675,F,2025-08-03,FR
CUST_00000000756,1947-05-07,7713,F,2024-01-26,BR
CUST_00000001118,1981-06-12,7742,F,,IN
CUST_00000001870,1979-04-10,5788,F,2027-02-13,ES
CUST_00000000110,1945-12-08,6474,M,2022-04-20,CA
CUST_00000000382,1940-11-01,5863,F,2023-01-17,CN
CUST_00000001512,1969-01-17,2628 EUR,F,2026-02-20,IN
CUST_00000001274,1973-08-17,3500,F,2025-06-27,USA
CUST_00000001381,1966-06-24,2441,M,2025-10-12,IT
CUST_00000001867,1890-01-01,2583,F,2027-02-10,ES
CUST_00000000680,1952-05-31,7779,F,2023-11-11,NL
CUST_00000001238,1975-08-29,7975,M,22/05/25,ES
CUST_00000001584,1980-09-07,3165,M,2026-05-03,Ger
CUST_00000001770,1979-02-01,6799,F,2026-11-05,China
CUST_00000001165,1961-11-12,2814,M,2025-03-10,IN
CUST_00000000889,1941-07-19,7524,F,2024-06-07,CH
CUST_00000001544,2001-07-21,6111 EUR,F,2026-03-24,JP
CUST_00000000788,1950-04-11,4000,M,2024-02-27,AT
CUST_00000001191,1983-06-14,5533,F,2025-04-05,AT
CUST_00000001367,,5953,M,2025-09-28,ES
CUST_00000001346,1957-01-21,6491,F,2025-09-07,Italy
CUST_00000000375,1951-09-28,4065,F,2023-01-10,FR
CUST_00000001079,1982-03-18,6820 EUR,F,2024-12-14,CA
CUST_00000000693,1981-10-19,2823,M,2023-11-24,Brazil
CUST_00000000234,1941-11-20,4931 EUR,F,2022-08-22,Netherlands
CUST_00000001092,1976-08-19,6711,M,2024-12-27,France
CUST_00000001610,1990-05-23,7703 EUR,M,2026-05-29,BR
CUST_00000000915,2004-09-16,4766 EUR,F,2024-07-03,USA
CUST_00000001275,1978-08-21,2285,F,2025-06-28,ES
CUST_00000000481,1956-02-03,,Male,2023-04-26,UK
CUST_00000000520,1992-02-01,5087,f,2023-06-04,Austria
CUST_00000000252,1964-12-25,4911,M,2022-09-09,CN
CUST_00000001304,2000-10-15,4806,F,2025-07-27,BR
CUST_00000001606,1989-11-30,7181,F,2026-05-25,India
CUST_00000001209,2003-04-08,7031 USD,M,2025-04-23,IT
CUST_00000000584,1992-01-12,6132,F,2023-08-07,Japan
CUST_00000001754,1997-06-06,4084 EUR,F,2026-10-20,UK
CUST_00000000255,1959-03-22,2488,F,2022-09-12,CA
CUST_00000000536,1962-11-07,5498,F,2023-06-20,Brazil
CUST_00000000451,2001-12-29,2119,F,2023-03-27,USA
CUST_00000000050,1943-11-24,2600,M,19/02/22,JP
CUST_00000001426,1976-08-18,6124,F,2025-11-26,USA
CUST_00000001492,1959-05-17,7208 EUR,F,2026-01-31,China
CUST_00000001369,1977-04-11,,M,2025-09-30,Brasil
CUST_00000000758,1941-09-27,,F,,CN
CUST_00000000737,1942-06-07,7467,F,2024-01-07,Austria
CUST_00000001139,1996-07-09,4912,F,2025-02-12,DE
CUST_00000001511,1992-10-29,,F,2026-02-19,FR
CUST_00000001878,1965-05-18,3389,f,2027-02-21,DE
CUST_00000000174,1985-07-18,7504 EUR,F,2022-06-23,IT
CUST_00000000866,1963-03-06,6042,F,2024-05-15,ES
CUST_00000001170,1957-02-05,4265,F,2025-03-15,Brazil
CUST_00000000765,1998-06-21,7124,F,2024-02-04,France
CUST_00000001765,1972-06-18,4752,F,2026-10-31,Spain
CUST_00000001722,1958-12-13,4129,Male,2026-09-18,JP
CUST_00000001371,1958-01-05,6616,M,2025-10-02,JP
CUST_00000000746,1974-01-04,5775,M,2024-01-16,USA
CUST_00000000300,1944-07-15,2098 EUR,F,2022-10-27,BR
CUST_00000000024,2004-03-27,6555,M,2022-01-24,ES
CUST_00000001646,1989-12-12,6675,F,2026-07-04,Germany
CUST_00000000987,1980-06-01,4870,F,2024-09-13,Austria
CUST_00000000064,2003-03-18,5152,F,2022-03-05,Canada
CUST_00000000808,1967-01-21,4081,M,2024-03-18,IN
CUST_00000000731,1987-12-02,2357 USD,F,2024-01-01,Netherlands
CUST_00000000882,1961-07-23,6156,F,2024-05-31,US
CUST_00000000282,2005-05-01,3682,F,2022-10-09,IN
CUST_00000000257,1951-11-14,3959 USD,M,2022-09-14,CN
CUST_00000000355,1962-02-01,4565,F,2022-12-21,Austria
CUST_00000000556,2004-07-27,3625,M,2023-07-10,AT
CUST_00000000276,2000-05-29,,F,03/10/22,US
CUST_00000001991,1994-03-31,5888,M,2027-06-14,Brasil
CUST_00000000352,1976-03-22,4524,F,2022-12-18,IN
CUST_00000001702,1950-03-18,3704,F,2026-08-29,CH
CUST_00000001868,,2394,M,2027-02-11,CA
CUST_00000001300,1999-10-29,5462,F,2025-07-23,CN
CUST_00000000298,1989-05-16,4557,F,2022-10-25,US
CUST_00000001733,1974-02-09,3690,F,2026-09-29,CH
CUST_00000001791,1997-11-26,6833,M,2026-11-26,AT
CUST_00000000870,2002-11-27,2899,M,2024-05-19,AT
CUST_00000000651,1979-09-15,7615 EUR,F,2023-10-13,Netherlands
CUST_00000001324,1991-04-23,7005,M,2025-08-16,Germany
CUST_00000000271,1977-12-31,5643,M,2022-09-28,AT
CUST_00000001694,1978-01-15,3996,M,2026-08-21,Spain
CUST_00000000933,1966-07-30,4797 EUR,M,21/07/24,Germany
CUST_00000001281,2001-03-02,6289 USD,M,2025-07-04,France
CUST_00000001224,1987-03-09,2417,F,2025-05-08,CH
CUST_00000000026,2002-12-02,6117,F,2022-01-26,US
CUST_00000001394,1948-02-07,7796,F,2025-10-25,IT
CUST_00000000079,1973-03-18,3981,F,20/03/22,DE
CUST_00000000858,1970-03-07,5031,M,2024-05-07,NL
CUST_00000000033,1940-07-31,4747,M,2022-02-02,UK
CUST_00000000395,1961-11-30,7596,F,2023-01-30,India
CUST_00000001551,1968-11-23,5241 EUR,M,2026-03-31,UK
CUST_00000000495,1957-11-26,7869,F,2023-05-10,Netherlands
CUST_00000000612,1944-02-23,2143,F,2023-09-04,JP
CUST_00000000164,1966-05-01,5627,M,2022-06-13,Germany
CUST_00000000204,1987-10-16,200000,F,2022-07-23,India
CUST_00000001008,1946-09-25,7042,F,2024-10-04,AT
CUST_00000001859,1980-06-01,3763,M,2027-02-02,China
CUST_00000001286,1994-09-05,7797,F,2025-07-09,India
CUST_00000001803,1955-11-22,7069,F,2026-12-08,India
CUST_00000001160,2003-04-14,7961,F,2025-03-05,NL
CUST_00000000825,,6719,M,2024-04-04,IN
CUST_00000000129,1978-06-08,7581,F,2022-05-09,UK
CUST_00000000603,1970-01-26,6171 EUR,F,2023-08-26,JP
CUST_00000000483,1976-12-08,6249,M,2023-04-28,Brazil
CUST_00000000874,1986-05-07,2280,F,2024-05-23,NL
CUST_00000001408,1973-04-29,3708,M,2025-11-08,France
CUST_00000000219,1958-01-17,7172,F,2022-08-07,UK
CUST_00000001983,1981-06-02,7833,M,2027-06-06,UK
CUST_00000001002,1999-04-01,7966,F,28/09/24,U.S.
CUST_00000001641,1990-04-29,6876,M,2026-06-29,CA
CUST_00000000818,1973-03-30,3984,M,2024-03-28,NL
CUST_00000001176,1977-03-23,2827,F,2025-03-21,BR
CUST_00000000060,1995-06-28,4556,F,2022-03-01,IN
CUST_00000000322,2005-07-15,3218 EUR,M,2022-11-18,UK
CUST_00000000317,1963-10-17,6911,F,2022-11-13,CH
CUST_00000000074,1964-12-08,3500,M,2022-03-15,UK
CUST_00000000163,1950-01-03,7739,M,2022-06-12,Italy
CUST_00000000580,1967-04-06,7073,F,2023-08-03,France
CUST_00000000991,,4590,F,2024-09-17,India
CUST_00000000577,1976-06-06,3122,M,2023-07-31,BR
CUST_00000001629,1998-12-01,7139,F,2026-06-17,US
CUST_00000000618,1977-03-07,5636,M,2023-09-10,Japan
CUST_00000001903,1999-07-15,2935,M,2027-03-18,US
CUST_00000000046,1972-03-16,2646,F,2022-02-15,US
CUST_00000001001,1963-09-28,2003,M,2024-09-27,Germany
CUST_00000001524,1972-06-24,6497,F,2026-03-04,DE
CUST_00000001343,1971-08-10,6802 EUR,F,2025-09-04,Brazil
CUST_00000000573,1955-08-12,7988,m,2023-07-27,USA
CUST_00000000077,1972-09-23,2161 EUR,M,2022-03-18,UK
CUST_00000001968,1961-04-23,3927,M,2027-05-22,IT
CUST_00000001451,1983-11-25,4343,F,2025-12-21,DE
CUST_00000000772,1953-09-02,7358,M,2024-02-11,IT
CUST_00000001425,1998-03-31,6889,F,2025-11-25,DE
CUST_00000000484,2000-02-06,3679,M,29/04/23,Netherlands
CUST_00000000949,1997-03-23,6632,F,2024-08-06,UK
CUST_00000000856,1999-12-12,5579,M,2024-05-05,Canada
CUST_00000000031,,4558,F,2022-01-31,CH
CUST_00000001785,1987-08-08,4994 EUR,F,2026-11-20,NL
CUST_00000001552,1994-07-28,2545,M,2026-04-01,Canada
CUST_00000000820,1985-05-23,2235,F,2024-03-30,Italy
CUST_00000001352,2001-01-30,,F,2025-09-13,Switzerland
CUST_00000000839,1995-04-04,6542,F,2024-04-18,AT
CUST_00000001327,1966-07-18,6425,M,2025-08-19,China
CUST_00000001503,1955-08-27,6806,M,2026-02-11,CH
CUST_00000001776,1967-11-02,7346,F,2026-11-11,France
CUST_00000001607,1945-05-19,3868 EUR,Female,2026-05-26,France
CUST_00000001934,1956-03-03,3713 EUR,M,2027-04-18,Austria
CUST_00000001613,1950-12-19,,F,2026-06-01,CH
CUST_00000000345,,6754 USD,M,2022-12-11,CN
CUST_00000000045,1948-09-04,5890,F,2022-02-14,USA
CUST_00000001577,2004-09-01,5430,F,2026-04-26,DE
CUST_00000000169,2004-10-12,3529,M,2022-06-18,JP
CUST_00000000304,1948-05-14,6973,F,2022-10-31,China
CUST_00000000351,1961-02-06,4205,M,2022-12-17,AT
CUST_00000001677,1973-03-13,5020,F,2026-08-04,Canada
CUST_00000001977,1982-01-28,2661,M,2027-05-31,DEU
CUST_00000000893,1976-04-12,4593,F,2024/06/11,Spain
CUST_00000001973,1960-12-28,4335,F,2027-05-27,Canada
CUST_00000000694,1977-04-20,2928,M,2023-11-25,India
CUST_00000000412,1952-01-18,4701 EUR,F,2023-02-16,China
CUST_00000000430,1962-07-12,5854 EUR,M,2023-03-06,India
CUST_00000001469,1945-06-07,3636,F,2026-01-08,Austria
CUST_00000001402,2000-05-12,6826,M,2025-11-02,Switzerland
CUST_00000001396,1941-04-01,6683,F,2025-10-27,Brazil
CUST_00000001594,1973-07-31,4234,M,2026-05-13,CH
CUST_00000000354,1991-02-09,5444,M,2022/12/20,Italy
CUST_00000001464,2001-07-07,2171,F,2026-01-03,Italy
CUST_00000001103,1999-06-11,5054,Female,2025-01-07,BR
CUST_00000000531,1985-11-18,4427,F,2023-06-15,IN
CUST_00000000186,1987-07-31,6413,F,2022-07-05,CN
CUST_00000001272,1966-04-27,5376,M,2025-06-25,DE
CUST_00000001329,1966-06-27,4198,F,2025-08-21,Brasil
CUST_00000001998,1989-10-01,6611,M,2027-06-21,Brazil
CUST_00000001234,1963-10-11,3990,M,2025-05-18,ES
CUST_00000000301,1998-07-04,4200 EUR,M,28/10/22,CH
CUST_00000001987,1987-04-27,7326,M,2027-06-10,BR
CUST_00000001086,1979-02-08,3065 EUR,F,2024-12-21,CN
CUST_00000001211,1974-08-21,,F,2025-04-25,FR
CUST_00000001640,1978-07-01,6069,F,2026-06-28,IT
CUST_00000001833,1980-07-17,5610,F,2027-01-07,Brazil
CUST_00000001985,1974-04-05,6130,m,2027-06-08,US
CUST_00000001727,1950-10-06,3547,M,2026-09-23,USA
CUST_00000001424,1967-02-10,7490,F,2025-11-24,UK
CUST_00000000176,1996-02-05,3306,F,2022-06-25,USA
CUST_00000001713,1967-09-02,2825,F,2026-09-09,AT
CUST_00000001935,1959-03-20,7979,M,2027/04/19,NL
CUST_00000001651,1963-12-29,3640 EUR,F,2026-07-09,USA
CUST_00000000124,1962-02-15,4731 EUR,M,2022-05-04,France
CUST_00000001908,2002-08-30,6044,M,2027-03-23,Germany
CUST_00000000428,1985-05-05,6777,F,2023-03-04,Canada
CUST_00000000745,1963-05-04,6835 EUR,M,15/01/24,Austria
CUST_00000000040,,3899 EUR,F,2022-02-09,France
CUST_00000000423,1970-10-05,5769,F,2023-02-27,AT
CUST_00000001470,,5115 EUR,F,2026-01-09,US
CUST_00000000332,1991-12-17,3693,M,2022-11-28,Switzerland
CUST_00000000030,1980-04-19,3082,M,2022-01-30,NL
CUST_00000000195,1961-06-25,3495,M,2022-07-14,CN
CUST_00000001731,1955-10-06,7644,f,2026-09-27,FR
CUST_00000001681,1990-12-02,6688,M,2026-08-08,JP
CUST_00000001757,1950-05-02,7315,F,,China
CUST_00000000323,1989-11-10,200000,M,2022-11-19,ES
CUST_00000001227,2004-10-24,2954,M,2025-05-11,Germany
CUST_00000000267,1948-09-11,2262,M,2022-09-24,Japan
CUST_00000001980,2000-11-07,4920,F,2027-06-03,Italy
CUST_00000001467,1997-11-06,6197 EUR,F,2026-01-06,Netherlands
CUST_00000001360,1979-07-19,6688,F,2025-09-21,IT
CUST_00000000068,1960-06-11,5073,M,2022-03-09,USA
CUST_00000000994,1995-09-18,4595,F,2024-09-20,AT
CUST_00000001648,1994-08-20,3380,F,,CH
CUST_00000001062,,2375 EUR,M,2024-11-27,USA
CUST_00000000706,1971-07-23,5284,F,2023-12-07,ES
CUST_00000001525,1986-01-16,3466,F,2026-03-05,CN
CUST_00000001510,1961-05-06,5853,F,2026-02-18,Switzerland
CUST_00000001448,,2153,F,2025-12-18,Canada
CUST_00000001858,1945-07-20,3875,M,2027-02-01,India
CUST_00000000571,1974-01-05,2675 USD,F,2023-07-25,U.S.
CUST_00000000927,1992-11-22,7431,F,2024-07-15,DEU
CUST_00000000671,1946-12-13,5602,F,2023-11-02,Italy
CUST_00000001675,1970-08-01,5387,F,2026-08-02,US
CUST_00000001230,1998-09-28,,F,14/05/25,France
CUST_00000000951,1949-03-15,5283,F,2024-08-08,Italy
CUST_00000000465,1972-02-06,3081,M,10/04/23,AT
CUST_00000000433,1996-11-26,4660,F,2023-03-09,IN
CUST_00000000999,1996-02-12,7851,F,2024-09-25,Italy
CUST_00000001570,1978-08-05,2271 EUR,M,2026/04/19,Canada
CUST_00000001619,1944-08-12,2936 EUR,F,2026-06-07,Germany
CUST_00000001805,1984-04-30,5093 EUR,M,2026-12-10,Switzerland
CUST_00000001177,1970-06-29,4730,f,2025-03-22,Spain
CUST_00000000760,1944-09-02,3944,M,2024/01/30,IN
CUST_00000001024,1946-05-21,4048,F,2024-10-20,ES
CUST_00000001106,,3997 EUR,F,2025-01-10,Netherlands
CUST_00000000681,1953-07-13,2455,M,2023-11-12,JP
CUST_00000000953,2030-01-01,2066,M,2024-08-10,FR
CUST_00000000262,1961-10-19,3802,M,2022-09-19,NL
CUST_00000000568,1957-03-18,2728,M,2023-07-22,France
CUST_00000001011,1976-08-25,2846,M,2024-10-07,Japan
CUST_00000000241,1946-05-15,6282,M,2022-08-29,IT
CUST_00000001064,1968-11-30,7256,M,2024-11-29,China
CUST_00000000850,1965-01-08,4180,M,2024-04-29,CA
CUST_00000000722,1970-02-26,5637,F,,India
CUST_00000001477,1959-01-11,7616,M,2026-01-16,NL
CUST_00000001114,1986-03-02,7765,M,2025-01-18,Spain
CUST_00000001690,1947-04-27,3591,M,2026-08-17,Spain
CUST_00000000366,1968-05-19,3139,F,2023-01-01,Spain
CUST_00000001487,1958-05-30,3750,M,2026-01-26,JP
CUST_00000001271,,4332,F,24/06/25,CN
CUST_00000000615,1994-11-03,6491,f,07/09/23,IN
CUST_00000001703,1970-12-19,2362,Male,2026-08-30,Austria
CUST_00000000528,1968-02-21,3687,F,2023-06-12,DE
